# t [ms] x[km] y[km] z[km] log(rho[cgs]) log(T[K]) Ye
  0.0000E+00  0.1128E+02  0.2899E+01  0.1891E+01  0.1410E+02  0.1037E+02  0.2940E-01
  0.2521E-01  0.1125E+02  0.3844E+01  0.1887E+01  0.1410E+02  0.1040E+02  0.2940E-01
  0.5043E-01  0.1118E+02  0.4777E+01  0.1875E+01  0.1411E+02  0.1040E+02  0.2940E-01
  0.7564E-01  0.1104E+02  0.5699E+01  0.1858E+01  0.1411E+02  0.1038E+02  0.2940E-01
  0.1009E+00  0.1083E+02  0.6609E+01  0.1841E+01  0.1412E+02  0.1037E+02  0.2940E-01
  0.1261E+00  0.1057E+02  0.7505E+01  0.1824E+01  0.1412E+02  0.1037E+02  0.2940E-01
  0.1513E+00  0.1025E+02  0.8383E+01  0.1805E+01  0.1412E+02  0.1037E+02  0.2940E-01
  0.1765E+00  0.9893E+01  0.9240E+01  0.1783E+01  0.1412E+02  0.1037E+02  0.2940E-01
  0.2017E+00  0.9485E+01  0.1009E+02  0.1760E+01  0.1412E+02  0.1037E+02  0.2940E-01
  0.2269E+00  0.9030E+01  0.1092E+02  0.1740E+01  0.1411E+02  0.1037E+02  0.2940E-01
  0.2521E+00  0.8539E+01  0.1174E+02  0.1728E+01  0.1411E+02  0.1038E+02  0.2940E-01
  0.2773E+00  0.8032E+01  0.1254E+02  0.1714E+01  0.1411E+02  0.1039E+02  0.2940E-01
  0.3026E+00  0.7524E+01  0.1332E+02  0.1692E+01  0.1410E+02  0.1041E+02  0.2940E-01
  0.3278E+00  0.7012E+01  0.1408E+02  0.1667E+01  0.1410E+02  0.1041E+02  0.2940E-01
  0.3530E+00  0.6494E+01  0.1482E+02  0.1646E+01  0.1410E+02  0.1041E+02  0.2940E-01
  0.3782E+00  0.5978E+01  0.1554E+02  0.1636E+01  0.1410E+02  0.1041E+02  0.2940E-01
  0.4034E+00  0.5462E+01  0.1625E+02  0.1631E+01  0.1410E+02  0.1040E+02  0.2940E-01
  0.4286E+00  0.4948E+01  0.1692E+02  0.1621E+01  0.1411E+02  0.1039E+02  0.2940E-01
  0.4538E+00  0.4435E+01  0.1757E+02  0.1612E+01  0.1411E+02  0.1038E+02  0.2940E-01
  0.4791E+00  0.3900E+01  0.1819E+02  0.1623E+01  0.1412E+02  0.1036E+02  0.2940E-01
  0.5043E+00  0.3346E+01  0.1879E+02  0.1646E+01  0.1412E+02  0.1034E+02  0.2940E-01
  0.5295E+00  0.2775E+01  0.1936E+02  0.1659E+01  0.1412E+02  0.1033E+02  0.2940E-01
  0.5547E+00  0.2178E+01  0.1993E+02  0.1658E+01  0.1413E+02  0.1032E+02  0.2940E-01
  0.5799E+00  0.1545E+01  0.2049E+02  0.1654E+01  0.1413E+02  0.1032E+02  0.2940E-01
  0.6051E+00  0.8656E+00  0.2103E+02  0.1649E+01  0.1412E+02  0.1033E+02  0.2940E-01
  0.6303E+00  0.1487E+00  0.2156E+02  0.1638E+01  0.1412E+02  0.1035E+02  0.2940E-01
  0.6555E+00 -0.5980E+00  0.2207E+02  0.1637E+01  0.1411E+02  0.1037E+02  0.2940E-01
  0.6808E+00 -0.1344E+01  0.2257E+02  0.1660E+01  0.1411E+02  0.1038E+02  0.2940E-01
  0.7060E+00 -0.2091E+01  0.2304E+02  0.1690E+01  0.1411E+02  0.1038E+02  0.2940E-01
  0.7312E+00 -0.2872E+01  0.2347E+02  0.1725E+01  0.1411E+02  0.1038E+02  0.2940E-01
