# t [ms] x[km] y[km] z[km] log(rho[cgs]) log(T[K]) Ye
  0.0000E+00  0.1704E+02 -0.8046E+01 -0.5480E+01  0.1418E+02  0.1043E+02  0.3868E-01
  0.2521E-01  0.1702E+02 -0.7082E+01 -0.5472E+01  0.1419E+02  0.1050E+02  0.3868E-01
  0.5043E-01  0.1696E+02 -0.6099E+01 -0.5449E+01  0.1419E+02  0.1052E+02  0.3868E-01
  0.7564E-01  0.1684E+02 -0.5111E+01 -0.5421E+01  0.1419E+02  0.1053E+02  0.3868E-01
  0.1009E+00  0.1668E+02 -0.4124E+01 -0.5389E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.1261E+00  0.1647E+02 -0.3139E+01 -0.5351E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.1513E+00  0.1620E+02 -0.2168E+01 -0.5310E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.1765E+00  0.1588E+02 -0.1218E+01 -0.5272E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.2017E+00  0.1549E+02 -0.2911E+00 -0.5244E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.2269E+00  0.1505E+02  0.6107E+00 -0.5230E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.2521E+00  0.1457E+02  0.1485E+01 -0.5226E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.2773E+00  0.1405E+02  0.2332E+01 -0.5217E+01  0.1419E+02  0.1053E+02  0.3868E-01
  0.3026E+00  0.1350E+02  0.3151E+01 -0.5204E+01  0.1419E+02  0.1052E+02  0.3868E-01
  0.3278E+00  0.1292E+02  0.3941E+01 -0.5190E+01  0.1419E+02  0.1051E+02  0.3868E-01
  0.3530E+00  0.1232E+02  0.4706E+01 -0.5168E+01  0.1418E+02  0.1050E+02  0.3868E-01
  0.3782E+00  0.1170E+02  0.5443E+01 -0.5135E+01  0.1419E+02  0.1051E+02  0.3868E-01
  0.4034E+00  0.1106E+02  0.6143E+01 -0.5097E+01  0.1419E+02  0.1051E+02  0.3868E-01
  0.4286E+00  0.1041E+02  0.6808E+01 -0.5061E+01  0.1419E+02  0.1052E+02  0.3868E-01
  0.4538E+00  0.9741E+01  0.7451E+01 -0.5032E+01  0.1419E+02  0.1053E+02  0.3868E-01
  0.4791E+00  0.9058E+01  0.8060E+01 -0.5011E+01  0.1420E+02  0.1054E+02  0.3868E-01
  0.5043E+00  0.8360E+01  0.8618E+01 -0.4989E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.5295E+00  0.7656E+01  0.9128E+01 -0.4975E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.5547E+00  0.6946E+01  0.9600E+01 -0.4971E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.5799E+00  0.6223E+01  0.1004E+02 -0.4978E+01  0.1420E+02  0.1055E+02  0.3868E-01
  0.6051E+00  0.5502E+01  0.1043E+02 -0.4998E+01  0.1420E+02  0.1054E+02  0.3868E-01
  0.6303E+00  0.4778E+01  0.1076E+02 -0.5011E+01  0.1419E+02  0.1053E+02  0.3868E-01
  0.6555E+00  0.4033E+01  0.1106E+02 -0.5039E+01  0.1419E+02  0.1051E+02  0.3868E-01
  0.6808E+00  0.3307E+01  0.1138E+02 -0.5084E+01  0.1418E+02  0.1051E+02  0.3868E-01
  0.7060E+00  0.2564E+01  0.1170E+02 -0.5118E+01  0.1418E+02  0.1050E+02  0.3868E-01
  0.7312E+00  0.1776E+01  0.1203E+02 -0.5129E+01  0.1418E+02  0.1050E+02  0.3868E-01
  0.7564E+00  0.9820E+00  0.1233E+02 -0.5153E+01  0.1418E+02  0.1051E+02  0.3868E-01
